No,Branch_Code,Original_Name,Name,Name2,Generation,Type1,Type2,Ability1,Ability2,Ability_Hidden,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,image_url
640,640_0,Virizion,Virizion,,5,Grass,Fighting,Justified,,,Legendary,,,91,90,72,90,129,108,580,https://img.pokemondb.net/artwork/large/virizion.jpg
641,641_0,Tornadus,Tornadus Incarnate Form,Tornadus-I,5,Flying,,Prankster,,Defiant,Legendary,,,79,115,70,125,80,111,580,https://img.pokemondb.net/artwork/large/tornadus-incarnate-form.jpg
641,641_1,Tornadus,Tornadus Therian Form,Tornadus-T,5,Flying,,Regenerator,,,Legendary,,,79,100,80,110,90,121,580,https://img.pokemondb.net/artwork/large/tornadus-therian-form.jpg
642,642_0,Thundurus,Thundurus Incarnate Form,Thundurus-I,5,Electric,Flying,Prankster,,Defiant,Legendary,,,79,115,70,125,80,111,580,https://img.pokemondb.net/artwork/large/thundurus-incarnate-form.jpg
642,642_1,Thundurus,Thundurus Therian Form,Thundurus-T,5,Electric,Flying,Volt Absorb,,,Legendary,,,79,105,70,145,80,101,580,https://img.pokemondb.net/artwork/large/thundurus-therian-form.jpg
643,643_0,Reshiram,Reshiram,,5,Dragon,Fire,Turboblaze,,,Legendary,,,100,120,100,150,120,90,680,https://img.pokemondb.net/artwork/large/reshiram.jpg
644,644_0,Zekrom,Zekrom,,5,Dragon,Electric,Teravolt,,,Legendary,,,100,150,120,120,100,90,680,https://img.pokemondb.net/artwork/large/zekrom.jpg
645,645_0,Landorus,Landorus Incarnate Form,Landorus-I,5,Ground,Flying,Sand Force,,Sheer Force,Legendary,,,89,125,90,115,80,101,600,https://img.pokemondb.net/artwork/large/landorus-incarnate-form.jpg
645,645_1,Landorus,Landorus Therian Form,Landorus-T,5,Ground,Flying,Intimidate,,,Legendary,,,89,145,90,105,80,91,600,https://img.pokemondb.net/artwork/large/landorus-therian-form.jpg
646,646_0,Kyurem,Kyurem,,5,Dragon,Ice,Pressure,,,Legendary,,,125,130,90,130,90,95,660,https://img.pokemondb.net/artwork/large/kyurem.jpg
646,646_1,Kyurem,White Kyurem,,5,Dragon,Ice,Turboblaze,,,Legendary,,,125,120,90,170,100,95,700,https://img.pokemondb.net/artwork/large/white-kyurem.jpg
646,646_2,Kyurem,Black Kyurem,,5,Dragon,Ice,Teravolt,,,Legendary,,,125,170,100,120,90,95,700,https://img.pokemondb.net/artwork/large/black-kyurem.jpg
647,647_0,Keldeo,Keldeo Ordinary Form,,5,Water,Fighting,Justified,,,Mythical,,,91,72,90,129,90,108,580,https://img.pokemondb.net/artwork/large/keldeo-ordinary-form.jpg
647,647_1,Keldeo,Keldeo Resolute Form,,5,Water,Fighting,Justified,,,Mythical,,,91,72,90,129,90,108,580,https://img.pokemondb.net/artwork/large/keldeo-resolute-form.jpg
648,648_0,Meloetta,Meloetta Aria Form,,5,Normal,Psychic,Serene Grace,,,Mythical,,,100,77,77,128,128,90,600,https://img.pokemondb.net/artwork/large/meloetta-aria-form.jpg
648,648_1,Meloetta,Meloetta Pirouette Form,,5,Normal,Fighting,Serene Grace,,,Mythical,,,100,128,90,77,77,128,600,https://img.pokemondb.net/artwork/large/meloetta-pirouette-form.jpg
649,649_0,Genesect,Genesect,,5,Bug,Steel,Download,,,Mythical,,,71,120,95,120,95,99,600,https://img.pokemondb.net/artwork/large/genesect.jpg
650,650_0,Chespin,Chespin,,6,Grass,,Overgrow,,Bulletproof,Ordinary,,,56,61,65,48,45,38,313,https://img.pokemondb.net/artwork/large/chespin.jpg
651,651_0,Quilladin,Quilladin,,6,Grass,,Overgrow,,Bulletproof,Ordinary,,,61,78,95,56,58,57,405,https://img.pokemondb.net/artwork/large/quilladin.jpg
652,652_0,Chesnaught,Chesnaught,,6,Grass,Fighting,Overgrow,,Bulletproof,Ordinary,,,88,107,122,74,75,64,530,https://img.pokemondb.net/artwork/large/chesnaught.jpg
653,653_0,Fennekin,Fennekin,,6,Fire,,Blaze,,Magician,Ordinary,,,40,45,40,62,60,60,307,https://img.pokemondb.net/artwork/large/fennekin.jpg
654,654_0,Braixen,Braixen,,6,Fire,,Blaze,,Magician,Ordinary,,,59,59,58,90,70,73,409,https://img.pokemondb.net/artwork/large/braixen.jpg
655,655_0,Delphox,Delphox,,6,Fire,Psychic,Blaze,,Magician,Ordinary,,,75,69,72,114,100,104,534,https://img.pokemondb.net/artwork/large/delphox.jpg
656,656_0,Froakie,Froakie,,6,Water,,Torrent,,Protean,Ordinary,,,41,56,40,62,44,71,314,https://img.pokemondb.net/artwork/large/froakie.jpg
657,657_0,Frogadier,Frogadier,,6,Water,,Torrent,,Protean,Ordinary,,,54,63,52,83,56,97,405,https://img.pokemondb.net/artwork/large/frogadier.jpg
658,658_0,Greninja,Greninja,,6,Water,Dark,Torrent,,Protean,Ordinary,,,72,95,67,103,71,122,530,https://img.pokemondb.net/artwork/large/greninja.jpg
658,658_1,Greninja,Ash Greninja,,6,Water,Dark,Battle Bond,,,Ordinary,,,72,145,67,153,71,132,640,https://img.pokemondb.net/artwork/large/ash-greninja.jpg
659,659_0,Bunnelby,Bunnelby,,6,Normal,,Pickup,Cheek Pouch,Huge Power,Ordinary,,,38,36,38,32,36,57,237,https://img.pokemondb.net/artwork/large/bunnelby.jpg
660,660_0,Diggersby,Diggersby,,6,Normal,Ground,Pickup,Cheek Pouch,Huge Power,Ordinary,,,85,56,77,50,77,78,423,https://img.pokemondb.net/artwork/large/diggersby.jpg
661,661_0,Fletchling,Fletchling,,6,Normal,Flying,Big Pecks,,Gale Wings,Ordinary,,,45,50,43,40,38,62,278,https://img.pokemondb.net/artwork/large/fletchling.jpg
662,662_0,Fletchinder,Fletchinder,,6,Fire,Flying,Flame Body,,Gale Wings,Ordinary,,,62,73,55,56,52,84,382,https://img.pokemondb.net/artwork/large/fletchinder.jpg
663,663_0,Talonflame,Talonflame,,6,Fire,Flying,Flame Body,,Gale Wings,Ordinary,,,78,81,71,74,69,126,499,https://img.pokemondb.net/artwork/large/talonflame.jpg
664,664_0,Scatterbug,Scatterbug,,6,Bug,,Shield Dust,Compound Eyes,Friend Guard,Ordinary,,,38,35,40,27,25,35,200,https://img.pokemondb.net/artwork/large/scatterbug.jpg
665,665_0,Spewpa,Spewpa,,6,Bug,,Shed Skin,,Friend Guard,Ordinary,,,45,22,60,27,30,29,213,https://img.pokemondb.net/artwork/large/spewpa.jpg
666,666_0,Vivillon,Vivillon,,6,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,Ordinary,,,80,52,50,90,50,89,411,https://img.pokemondb.net/artwork/large/vivillon.jpg
667,667_0,Litleo,Litleo,,6,Fire,Normal,Rivalry,Unnerve,Moxie,Ordinary,,,62,50,58,73,54,72,369,https://img.pokemondb.net/artwork/large/litleo.jpg
668,668_0,Pyroar,Pyroar,,6,Fire,Normal,Rivalry,Unnerve,Moxie,Ordinary,,,86,68,72,109,66,106,507,https://img.pokemondb.net/artwork/large/pyroar.jpg
669,669_0,Flabebe,Flabebe,,6,Fairy,,Flower Veil,,Symbiosis,Ordinary,,,44,38,39,61,79,42,303,https://img.pokemondb.net/artwork/large/flabebe.jpg
670,670_0,Floette,Floette,,6,Fairy,,Flower Veil,,Symbiosis,Ordinary,,,54,45,47,75,98,52,371,https://img.pokemondb.net/artwork/large/floette.jpg
671,671_0,Florges,Florges,,6,Fairy,,Flower Veil,,Symbiosis,Ordinary,,,78,65,68,112,154,75,552,https://img.pokemondb.net/artwork/large/florges.jpg
672,672_0,Skiddo,Skiddo,,6,Grass,,Sap Sipper,,Grass Pelt,Ordinary,,,66,65,48,62,57,52,350,https://img.pokemondb.net/artwork/large/skiddo.jpg
673,673_0,Gogoat,Gogoat,,6,Grass,,Sap Sipper,,Grass Pelt,Ordinary,,,123,100,62,97,81,68,531,https://img.pokemondb.net/artwork/large/gogoat.jpg
674,674_0,Pancham,Pancham,,6,Fighting,,Iron Fist,Mold Breaker,Scrappy,Ordinary,,,67,82,62,46,48,43,348,https://img.pokemondb.net/artwork/large/pancham.jpg
675,675_0,Pangoro,Pangoro,,6,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,Ordinary,,,95,124,78,69,71,58,495,https://img.pokemondb.net/artwork/large/pangoro.jpg
676,676_0,Furfrou,Furfrou,,6,Normal,,Fur Coat,,,Ordinary,,,75,80,60,65,90,102,472,https://img.pokemondb.net/artwork/large/furfrou.jpg
677,677_0,Espurr,Espurr,,6,Psychic,,Keen Eye,Infiltrator,Own Tempo,Ordinary,,,62,48,54,63,60,68,355,https://img.pokemondb.net/artwork/large/espurr.jpg
678,678_0,Meowstic,Meowstic Male,,6,Psychic,,Keen Eye,Infiltrator,Prankster,Ordinary,,,74,48,76,83,81,104,466,https://img.pokemondb.net/artwork/large/meowstic-male.jpg
678,678_1,Meowstic,Meowstic Female,,6,Psychic,,Keen Eye,Infiltrator,Competitive,Ordinary,,,74,48,76,83,81,104,466,https://img.pokemondb.net/artwork/large/meowstic-female.jpg
679,679_0,Honedge,Honedge,,6,Steel,Ghost,No Guard,,,Ordinary,,,45,80,100,35,37,28,325,https://img.pokemondb.net/artwork/large/honedge.jpg
680,680_0,Doublade,Doublade,,6,Steel,Ghost,No Guard,,,Ordinary,,,59,110,150,45,49,35,448,https://img.pokemondb.net/artwork/large/doublade.jpg
681,681_0,Aegislash,Aegislash Shield Form,Aegislash,6,Steel,Ghost,Stance Change,,,Ordinary,,,60,50,140,50,140,60,500,https://img.pokemondb.net/artwork/large/aegislash-shield-form.jpg
681,681_1,Aegislash,Aegislash Blade Form,Aegislash-BF,6,Steel,Ghost,Stance Change,,,Ordinary,,,60,140,50,140,50,60,500,https://img.pokemondb.net/artwork/large/aegislash-blade-form.jpg
682,682_0,Spritzee,Spritzee,,6,Fairy,,Healer,,Aroma Veil,Ordinary,,,78,52,60,63,65,23,341,https://img.pokemondb.net/artwork/large/spritzee.jpg
683,683_0,Aromatisse,Aromatisse,,6,Fairy,,Healer,,Aroma Veil,Ordinary,,,101,72,72,99,89,29,462,https://img.pokemondb.net/artwork/large/aromatisse.jpg
684,684_0,Swirlix,Swirlix,,6,Fairy,,Sweet Veil,,Unburden,Ordinary,,,62,48,66,59,57,49,341,https://img.pokemondb.net/artwork/large/swirlix.jpg
685,685_0,Slurpuff,Slurpuff,,6,Fairy,,Sweet Veil,,Unburden,Ordinary,,,82,80,86,85,75,72,480,https://img.pokemondb.net/artwork/large/slurpuff.jpg
686,686_0,Inkay,Inkay,,6,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Ordinary,,,53,54,53,37,46,45,288,https://img.pokemondb.net/artwork/large/inkay.jpg
687,687_0,Malamar,Malamar,,6,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Ordinary,,,86,92,88,68,75,73,482,https://img.pokemondb.net/artwork/large/malamar.jpg
688,688_0,Binacle,Binacle,,6,Rock,Water,Tough Claws,Sniper,Pickpocket,Ordinary,,,42,52,67,39,56,50,306,https://img.pokemondb.net/artwork/large/binacle.jpg
689,689_0,Barbaracle,Barbaracle,,6,Rock,Water,Tough Claws,Sniper,Pickpocket,Ordinary,,,72,105,115,54,86,68,500,https://img.pokemondb.net/artwork/large/barbaracle.jpg
690,690_0,Skrelp,Skrelp,,6,Poison,Water,Poison Point,Poison Touch,Adaptability,Ordinary,,,50,60,60,60,60,30,320,https://img.pokemondb.net/artwork/large/skrelp.jpg
691,691_0,Dragalge,Dragalge,,6,Poison,Dragon,Poison Point,Poison Touch,Adaptability,Ordinary,,,65,75,90,97,123,44,494,https://img.pokemondb.net/artwork/large/dragalge.jpg
692,692_0,Clauncher,Clauncher,,6,Water,,Mega Launcher,,,Ordinary,,,50,53,62,58,63,44,330,https://img.pokemondb.net/artwork/large/clauncher.jpg
693,693_0,Clawitzer,Clawitzer,,6,Water,,Mega Launcher,,,Ordinary,,,71,73,88,120,89,59,500,https://img.pokemondb.net/artwork/large/clawitzer.jpg
694,694_0,Helioptile,Helioptile,,6,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Ordinary,,,44,38,33,61,43,70,289,https://img.pokemondb.net/artwork/large/helioptile.jpg
695,695_0,Heliolisk,Heliolisk,,6,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Ordinary,,,62,55,52,109,94,109,481,https://img.pokemondb.net/artwork/large/heliolisk.jpg
696,696_0,Tyrunt,Tyrunt,,6,Rock,Dragon,Strong Jaw,,Sturdy,Ordinary,,,58,89,77,45,45,48,362,https://img.pokemondb.net/artwork/large/tyrunt.jpg
697,697_0,Tyrantrum,Tyrantrum,,6,Rock,Dragon,Strong Jaw,,Rock Head,Ordinary,,,82,121,119,69,59,71,521,https://img.pokemondb.net/artwork/large/tyrantrum.jpg
698,698_0,Amaura,Amaura,,6,Rock,Ice,Refrigerate,,Snow Warning,Ordinary,,,77,59,50,67,63,46,362,https://img.pokemondb.net/artwork/large/amaura.jpg
699,699_0,Aurorus,Aurorus,,6,Rock,Ice,Refrigerate,,Snow Warning,Ordinary,,,123,77,72,99,92,58,521,https://img.pokemondb.net/artwork/large/aurorus.jpg
700,700_0,Sylveon,Sylveon,,6,Fairy,,Cute Charm,,Pixilate,Ordinary,,,95,65,65,110,130,60,525,https://img.pokemondb.net/artwork/large/sylveon.jpg
701,701_0,Hawlucha,Hawlucha,,6,Fighting,Flying,Limber,Unburden,Mold Breaker,Ordinary,,,78,92,75,74,63,118,500,https://img.pokemondb.net/artwork/large/hawlucha.jpg
702,702_0,Dedenne,Dedenne,,6,Electric,Fairy,Cheek Pouch,Pickup,Plus,Ordinary,,,67,58,57,81,67,101,431,https://img.pokemondb.net/artwork/large/dedenne.jpg
703,703_0,Carbink,Carbink,,6,Rock,Fairy,Clear Body,,Sturdy,Ordinary,,,50,50,150,50,150,50,500,https://img.pokemondb.net/artwork/large/carbink.jpg
704,704_0,Goomy,Goomy,,6,Dragon,,Sap Sipper,Hydration,Gooey,Ordinary,,,45,50,35,55,75,40,300,https://img.pokemondb.net/artwork/large/goomy.jpg
705,705_0,Sliggoo,Sliggoo,,6,Dragon,,Sap Sipper,Hydration,Gooey,Ordinary,,,68,75,53,83,113,60,452,https://img.pokemondb.net/artwork/large/sliggoo.jpg
705,705_1,Sliggoo,Hisuian Sliggoo,,8,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Ordinary,,Hisuian,58,75,83,83,113,40,452,https://img.pokemondb.net/artwork/large/hisuian-sliggoo.jpg
706,706_0,Goodra,Goodra,,6,Dragon,,Sap Sipper,Hydration,Gooey,Ordinary,,,90,100,70,110,150,80,600,https://img.pokemondb.net/artwork/large/goodra.jpg
706,706_1,Goodra,Hisuian Goodra,,8,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Ordinary,,Hisuian,80,100,100,110,150,60,600,https://img.pokemondb.net/artwork/large/hisuian-goodra.jpg
707,707_0,Klefki,Klefki,,6,Steel,Fairy,Prankster,,Magician,Ordinary,,,57,80,91,80,87,75,470,https://img.pokemondb.net/artwork/large/klefki.jpg
708,708_0,Phantump,Phantump,,6,Ghost,Grass,Natural Cure,Frisk,Harvest,Ordinary,,,43,70,48,50,60,38,309,https://img.pokemondb.net/artwork/large/phantump.jpg
709,709_0,Trevenant,Trevenant,,6,Ghost,Grass,Natural Cure,Frisk,Harvest,Ordinary,,,85,110,76,65,82,56,474,https://img.pokemondb.net/artwork/large/trevenant.jpg
710,710_0,Pumpkaboo,Pumpkaboo Small,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,49,66,70,44,55,51,335,https://img.pokemondb.net/artwork/large/pumpkaboo-small.jpg
710,710_1,Pumpkaboo,Pumpkaboo Average,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,44,66,70,44,55,56,335,https://img.pokemondb.net/artwork/large/pumpkaboo-average.jpg
710,710_2,Pumpkaboo,Pumpkaboo Large,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,54,66,70,44,55,46,335,https://img.pokemondb.net/artwork/large/pumpkaboo-large.jpg
710,710_3,Pumpkaboo,Pumpkaboo Super,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,59,66,70,44,55,41,335,https://img.pokemondb.net/artwork/large/pumpkaboo-super.jpg
711,711_0,Gourgeist,Gourgeist Small,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,65,90,122,58,75,84,494,https://img.pokemondb.net/artwork/large/gourgeist-small.jpg
711,711_1,Gourgeist,Gourgeist Average,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,55,85,122,58,75,99,494,https://img.pokemondb.net/artwork/large/gourgeist-average.jpg
711,711_2,Gourgeist,Gourgeist Large,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,75,95,122,58,75,69,494,https://img.pokemondb.net/artwork/large/gourgeist-large.jpg
711,711_3,Gourgeist,Gourgeist Super,,6,Ghost,Grass,Pickup,Frisk,Insomnia,Ordinary,,,85,100,122,58,75,54,494,https://img.pokemondb.net/artwork/large/gourgeist-super.jpg
712,712_0,Bergmite,Bergmite,,6,Ice,,Own Tempo,Ice Body,Sturdy,Ordinary,,,55,69,85,32,35,28,304,https://img.pokemondb.net/artwork/large/bergmite.jpg
713,713_0,Avalugg,Avalugg,,6,Ice,,Own Tempo,Ice Body,Sturdy,Ordinary,,,95,117,184,44,46,28,514,https://img.pokemondb.net/artwork/large/avalugg.jpg
713,713_1,Avalugg,Hisuian Avalugg,,8,Ice,Rock,Strong Jaw,Ice Body,Sturdy,Ordinary,,Hisuian,95,127,184,34,36,38,514,https://img.pokemondb.net/artwork/large/hisuian-avalugg.jpg
714,714_0,Noibat,Noibat,,6,Flying,Dragon,Frisk,Infiltrator,Telepathy,Ordinary,,,40,30,35,45,40,55,245,https://img.pokemondb.net/artwork/large/noibat.jpg
715,715_0,Noivern,Noivern,,6,Flying,Dragon,Frisk,Infiltrator,Telepathy,Ordinary,,,85,70,80,97,80,123,535,https://img.pokemondb.net/artwork/large/noivern.jpg
716,716_0,Xerneas,Xerneas,,6,Fairy,,Fairy Aura,,,Legendary,,,126,131,95,131,98,99,680,https://img.pokemondb.net/artwork/large/xerneas.jpg
717,717_0,Yveltal,Yveltal,,6,Dark,Flying,Dark Aura,,,Legendary,,,126,131,95,131,98,99,680,https://img.pokemondb.net/artwork/large/yveltal.jpg
718,718_0,Zygarde,Zygarde 50% Form,,6,Dragon,Ground,Aura Break,,,Legendary,,,108,100,121,81,95,95,600,https://img.pokemondb.net/artwork/large/zygarde-50%-form.jpg
718,718_1,Zygarde,Zygarde 10% Form,,6,Dragon,Ground,Aura Break,,,Legendary,,,54,100,71,61,85,115,486,https://img.pokemondb.net/artwork/large/zygarde-10%-form.jpg
718,718_2,Zygarde,Zygarde Complete Form,,6,Dragon,Ground,Power Construct,,,Legendary,,,216,100,121,91,95,85,708,https://img.pokemondb.net/artwork/large/zygarde-complete-form.jpg
719,719_0,Diancie,Diancie,,6,Rock,Fairy,Clear Body,,,Mythical,,,50,100,150,100,150,50,600,https://img.pokemondb.net/artwork/large/diancie.jpg
719,719_1,Diancie,Mega Diancie,,6,Rock,Fairy,Magic Bounce,,,Mythical,Mega,,50,160,110,160,110,110,700,https://img.pokemondb.net/artwork/large/mega-diancie.jpg
720,720_0,Hoopa,Confined Hoopa,,6,Psychic,Ghost,Magician,,,Mythical,,,80,110,60,150,130,70,600,https://img.pokemondb.net/artwork/large/confined-hoopa.jpg
720,720_1,Hoopa,Unbound Hoopa,,6,Psychic,Dark,Magician,,,Mythical,,,80,160,60,170,130,80,680,https://img.pokemondb.net/artwork/large/unbound-hoopa.jpg
721,721_0,Volcanion,Volcanion,,6,Fire,Water,Water Absorb,,,Mythical,,,80,110,120,130,90,70,600,https://img.pokemondb.net/artwork/large/volcanion.jpg
722,722_0,Rowlet,Rowlet,,7,Grass,Flying,Overgrow,,Long Reach,Ordinary,,,68,55,55,50,50,42,320,https://img.pokemondb.net/artwork/large/rowlet.jpg
723,723_0,Dartrix,Dartrix,,7,Grass,Flying,Overgrow,,Long Reach,Ordinary,,,78,75,75,70,70,52,420,https://img.pokemondb.net/artwork/large/dartrix.jpg
724,724_0,Decidueye,Decidueye,,7,Grass,Ghost,Overgrow,,Long Reach,Ordinary,,,78,107,75,100,100,70,530,https://img.pokemondb.net/artwork/large/decidueye.jpg
724,724_1,Decidueye,Hisuian Decidueye,,8,Grass,Fighting,Overgrow,,Scrappy,Ordinary,,Hisuian,88,112,80,95,95,60,530,https://img.pokemondb.net/artwork/large/hisuian-decidueye.jpg
725,725_0,Litten,Litten,,7,Fire,,Blaze,,Intimidate,Ordinary,,,45,65,40,60,40,70,320,https://img.pokemondb.net/artwork/large/litten.jpg
726,726_0,Torracat,Torracat,,7,Fire,,Blaze,,Intimidate,Ordinary,,,65,85,50,80,50,90,420,https://img.pokemondb.net/artwork/large/torracat.jpg
727,727_0,Incineroar,Incineroar,,7,Fire,Dark,Blaze,,Intimidate,Ordinary,,,95,115,90,80,90,60,530,https://img.pokemondb.net/artwork/large/incineroar.jpg
728,728_0,Popplio,Popplio,,7,Water,,Torrent,,Liquid Voice,Ordinary,,,50,54,54,66,56,40,320,https://img.pokemondb.net/artwork/large/popplio.jpg
729,729_0,Brionne,Brionne,,7,Water,,Torrent,,Liquid Voice,Ordinary,,,60,69,69,91,81,50,420,https://img.pokemondb.net/artwork/large/brionne.jpg
730,730_0,Primarina,Primarina,,7,Water,Fairy,Torrent,,Liquid Voice,Ordinary,,,80,74,74,126,116,60,530,https://img.pokemondb.net/artwork/large/primarina.jpg
731,731_0,Pikipek,Pikipek,,7,Normal,Flying,Keen Eye,Skill Link,Pickup,Ordinary,,,35,75,30,30,30,65,265,https://img.pokemondb.net/artwork/large/pikipek.jpg
732,732_0,Trumbeak,Trumbeak,,7,Normal,Flying,Keen Eye,Skill Link,Pickup,Ordinary,,,55,85,50,40,50,75,355,https://img.pokemondb.net/artwork/large/trumbeak.jpg
733,733_0,Toucannon,Toucannon,,7,Normal,Flying,Keen Eye,Skill Link,Sheer Force,Ordinary,,,80,120,75,75,75,60,485,https://img.pokemondb.net/artwork/large/toucannon.jpg
734,734_0,Yungoos,Yungoos,,7,Normal,,Stakeout,Strong Jaw,Adaptability,Ordinary,,,48,70,30,30,30,45,253,https://img.pokemondb.net/artwork/large/yungoos.jpg
735,735_0,Gumshoos,Gumshoos,,7,Normal,,Stakeout,Strong Jaw,Adaptability,Ordinary,,,88,110,60,55,60,45,418,https://img.pokemondb.net/artwork/large/gumshoos.jpg
736,736_0,Grubbin,Grubbin,,7,Bug,,Swarm,,,Ordinary,,,47,62,45,55,45,46,300,https://img.pokemondb.net/artwork/large/grubbin.jpg
737,737_0,Charjabug,Charjabug,,7,Bug,Electric,Battery,,,Ordinary,,,57,82,95,55,75,36,400,https://img.pokemondb.net/artwork/large/charjabug.jpg
738,738_0,Vikavolt,Vikavolt,,7,Bug,Electric,Levitate,,,Ordinary,,,77,70,90,145,75,43,500,https://img.pokemondb.net/artwork/large/vikavolt.jpg
739,739_0,Crabrawler,Crabrawler,,7,Fighting,,Hyper Cutter,Iron Fist,Anger Point,Ordinary,,,47,82,57,42,47,63,338,https://img.pokemondb.net/artwork/large/crabrawler.jpg
740,740_0,Crabominable,Crabominable,,7,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,Ordinary,,,97,132,77,62,67,43,478,https://img.pokemondb.net/artwork/large/crabominable.jpg
741,741_0,Oricorio,Oricorio Baile Style,,7,Fire,Flying,Dancer,,,Ordinary,,,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-baile-style.jpg
741,741_1,Oricorio,Oricorio Pom-Pom Style,,7,Electric,Flying,Dancer,,,Ordinary,,,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-pom-pom-style.jpg
741,741_2,Oricorio,Oricorio Pa'u Style,,7,Psychic,Flying,Dancer,,,Ordinary,,,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-pau-style.jpg
741,741_3,Oricorio,Oricorio Sensu Style,,7,Ghost,Flying,Dancer,,,Ordinary,,,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-sensu-style.jpg
742,742_0,Cutiefly,Cutiefly,,7,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Ordinary,,,40,45,40,55,40,84,304,https://img.pokemondb.net/artwork/large/cutiefly.jpg
743,743_0,Ribombee,Ribombee,,7,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Ordinary,,,60,55,60,95,70,124,464,https://img.pokemondb.net/artwork/large/ribombee.jpg
744,744_0,Rockruff,Rockruff,,7,Rock,,Keen Eye,Vital Spirit,Steadfast,Ordinary,,,45,65,40,30,40,60,280,https://img.pokemondb.net/artwork/large/rockruff.jpg
745,745_0,Lycanroc,Lycanroc Midday Form,,7,Rock,,Keen Eye,Sand Rush,Steadfast,Ordinary,,,75,115,65,55,65,112,487,https://img.pokemondb.net/artwork/large/lycanroc-midday-form.jpg
745,745_1,Lycanroc,Lycanroc Midnight Form,,7,Rock,,Keen Eye,Vital Spirit,No Guard,Ordinary,,,85,115,75,55,75,82,487,https://img.pokemondb.net/artwork/large/lycanroc-midnight-form.jpg
745,745_2,Lycanroc,Lycanroc Dusk Form,,7,Rock,,Tough Claws,,,Ordinary,,,75,117,65,55,65,110,487,https://img.pokemondb.net/artwork/large/lycanroc-dusk-form.jpg
746,746_0,Wishiwashi,Wishiwashi Solo Form,,7,Water,,Schooling,,,Ordinary,,,45,20,20,25,25,40,175,https://img.pokemondb.net/artwork/large/wishiwashi-solo-form.jpg
746,746_1,Wishiwashi,Wishiwashi School Form,,7,Water,,Schooling,,,Ordinary,,,45,140,130,140,135,30,620,https://img.pokemondb.net/artwork/large/wishiwashi-school-form.jpg
747,747_0,Mareanie,Mareanie,,7,Poison,Water,Merciless,Limber,Regenerator,Ordinary,,,50,53,62,43,52,45,305,https://img.pokemondb.net/artwork/large/mareanie.jpg
748,748_0,Toxapex,Toxapex,,7,Poison,Water,Merciless,Limber,Regenerator,Ordinary,,,50,63,152,53,142,35,495,https://img.pokemondb.net/artwork/large/toxapex.jpg
749,749_0,Mudbray,Mudbray,,7,Ground,,Own Tempo,Stamina,Inner Focus,Ordinary,,,70,100,70,45,55,45,385,https://img.pokemondb.net/artwork/large/mudbray.jpg
750,750_0,Mudsdale,Mudsdale,,7,Ground,,Own Tempo,Stamina,Inner Focus,Ordinary,,,100,125,100,55,85,35,500,https://img.pokemondb.net/artwork/large/mudsdale.jpg
